Filename,Document Name,Revenue/Profit Sharing,Revenue/Profit Sharing-Answer,Price Restrictions,Price Restrictions-Answer,Minimum Commitment,Minimum Commitment-Answer,Volume Restriction,Volume Restriction-Answer,Audit Rights,Audit Rights-Answer
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.PDF,['TRANSPORTATION CONTRACT'],[],No,"[""When for Shipper's convenience a trailer is set out at the facilities of the    Consignor or Consignee or any other site designated, a charge of $10.00 per    hour or fraction thereof will apply, subject to a maximum charge of $100.00    per trailer in any consecutive twenty-four (24) hour period.""]",Yes,"[""When a vehicle or unit is ordered by a Shipper or Consignee after the vehicle    or unit has been dispatched from Carrier's terminal, a charge of one hundred    twenty-five cents (125 cents) per mile traveled, subject to a minimum charge    of $125.00, will be made for the empty miles traveled in connection with the    order which was cancelled."", 'When, at the request of Consignor or Consignee, a tractor is used for    spotting or similar services, at a place designated by the Consignor or    Consignee, a charge of $35.00 per hour, will be assessed, subject to a    minimum charge of $140.00 per tractor.', ""For dry bulk commodities, when loading or unloading service is performed        by the Carrier's own equipment, a charge of seven cents (7 cents) per 100        pounds, subject to a minimum charge or $35.00 per load will be made for        loading and/or stops to partially load and the same charges will be made        for unloading and/or stops to partially unload."", ""For liquid bulk commodities, when loading or unloading service is        performed by the Carrier's own equipment, a charge of five cents (5        cents) per 100 pounds when freight charges are in cents per 100 pounds or        $.004 per gallon when freight charges are in cents per gallon, subject to        a minimum charge of $24.00 per load, will be made for loading and/or        stops to partially load and the same charges will be made for unloading        and/or stops to partially unload."", ""The weight loaded shall not exceed the maximum weight which may lawfully be transported in Carrier's equipment; provided, however, when the  weight of a shipment is less than the minimum weight specified for the  applicable rate, and the rate provides that in no event will freight charges be  based on less than the minimum weight specified, such minimum weight will apply  for the purpose of computing freight charges."", 'Shipper shall tender to Carrier and Carrier shall transport in a series of shipments not less than 10,000 pounds of Commodities per year.', 'The charge for furnishing personnel hereunder shall be $20.00 per     person per hour, subject to a minimum charge of $80.00 per person.', 'Mileage will be computed in accordance    with the provisions of Item 217 (Distances-Method of Computing) from the    closest terminal where suitable equipment is domiciled for the service    requested, subject to a minimum charge of $100.00 per vehicle or unit.']",Yes,"['When such hose in excess of 30 feet in length is    requested by either Shipper or Consignee for loading or unloading a    shipment, a charge for such additional hose will be made as follows:\n\n                     FEET                  CHARGE                    --------              ----------                     0 -- 15                $ 7.50                    15 -- 30                 20.00                    30 -- 45                 45.00                    45 -- 60                 80.00                    over  60                  1.50 per foot', 'If Shipper wishes a shipment to be partially loaded at more than one place of    loading and/or partially, discharged at more than one place of unloading, and    if such places of loading are all included within the corporate limits of a    single municipality, or if such places of unloading are all included within    the corporate limits of a single municipality, a charge of $75.00 per stop    will be made for each pick-up and/or delivery, exclusive of the original     pick-up and the final delivery.', 'This distance may be used only when the net weight of the shipment does not    exceed 36,000 pounds and does not contain explosives, flammable liquids,    oxidizing materials, corrosive materials, compressed gas or combustible    liquid with a flash point at or below 95 degrees Farenheit.', ""If Shipper wishes a shipment partially loaded at more than one place of    loading and/or partially discharged at more than one place of unloading, and    if such places of loading are not included within the corporate limits of a    single municipality, or if such places of unloading are not all included    within the corporate limits of a single municipality, the applicable rate    shall be based on the mileage from point of origin to final destination over\n\n\n\n\n\n   the route of actual movement as per Shipper's instructions, computed in    accordance with Item 217 (Distances-Method of Computing)."", 'Shipments moving in MC-330 or MC-331 trailers will be allowed one and one-    half (1.5) hours for loading and unloading.', ""Except as otherwise provided, shipments moving at Carrier's distance     commodity rates may be stopped in transit at not more than two points     enroute between original point of origin and final point of destination to     complete loading or to partially unload or both."", ""A charge of $12.50 per half hour    or fractional part thereof shall apply for all time consumed in excess of    free time allowed when due to delay caused by Consignor or Consignee and    beyond Carrier's control."", 'Except as otherwise provided in this Item, two (2) hours will be allowed for    loading and three (3) hours will be allowed for unloading.', ""A charge of $12.50    per half hour or fractional part thereof shall apply for all time consumed in    excess of free time allowed for loading when due to delays caused by Shipper    or Consignor and beyond Carrier's control."", ""A charge of $50.00 per hour or    fractional part thereof shall apply for all time consumed in excess of free    time allowed for unloading when due to delays caused by Shipper or Consignee    and beyond Carrier's control.""]",Yes,[],No
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.PDF,['MARINE TRANSPORTATION AGREEMENT'],[],No,[],No,[],No,[],No,[],No
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.PDF,['ENDORSEMENT AGREEMENT'],[],No,[],No,"['In each and every calendar year of this Agreement, CONSULTANT shall achieve a satisfactory record of play in a minimum of [* ****] professional golf association events on the SPGA and/or PGA tour (which shall include both the PGA and SPGA Tour Skins Games).', '""MANDATORY PRODUCTS"" shall mean the following ADAMS GOLF PRODUCTS  that CONSULTANT must exclusively play/use in all Champions/Senior Professional Golf Association (SPGA) and Professional Golf Association (PGA) events at all times:\n\n[***** ]  Confidential Material redacted and filed separately with the Commission.   2\n\n\n\n\n\n  1.[*****] 2.Sufficient [*****] to maintain total minimum of [*****] ADAMS GOLF  [*****] (includes [*****])[*****] at all times', 'If for any reason, CONSULTANT should achieve a satisfactory record of play in less than [*****] SPGA and/or PGA tour events in a calendar year, he shall repay ADAMS GOLF an amount per event for each event under [*****] achieved in the given calendar year as follows:\n\nThe agreed upon repayment amount per event per calendar year:\n\n1.  Year 1. $[*****] 2.  Year 2 $[*****] 3.  Year 3 $[*****] 4.  Year 4 $[*****] 5.  Year 5 $[*****]']",Yes,"[""During  the term of this Agreement, CONSULTANT  shall make himself available on not more than [*****]  days for television and radio commercials, photo shoots, modeling and  promotional appearances compatible with CONSULTANT'S  own practice, play and personal time requirements.""]",Yes,[],No
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.PDF,['Endorsement Agreement'],"['Diplomat agrees to pay KI, Inc. as royalty a sum equal to  % of the net wholesale volume of the products covered by this Agreement by Diplomat and its affiliated, associated, or subsidiary companies.', ""In the       event any sale is made at a special price to any of Diplomat's       subsidiaries or to any other person, firm or corporation related in any       manner to Diplomat or its officers, directors or major stockholders, there       shall be a royalty paid on such sales based upon the price generally       charged the trade by Diplomat.""]",Yes,[],No,"['No part of the minimum royalty for the first License Year shall in any event be repayable to Diplomat.', 'Diplomat agrees to pay KI, Inc. the minimum royalties set forth below as a minimum guarantee against royalties to be paid to KI, Inc. under subparagraph 3.(a), above:\n\n                  (1) 1st License Year (8/1/95 - 1/30/97):     $                   (2) 2nd License Year (2/1/97 - 1/30/98):     $                   (3) 3rd License Year (2/1/98 - 1/30/99):     $                   (4) 4th License Year (2/1/99 - 1/30/2000):   $', 'The minimum royalty for the 1st License Year shall be paid as follows: $ upon the signing of the Deal Memo dated August 24, 1995, the balance of $ to be paid in six (6) equal, consecutive, monthly installments of $ commencing with the month in which this Agreement is signed.']",Yes,"['KI will participate in up to two (2) photo sessions per License Year during the period of this Agreement on behalf of Diplomat at a mutually acceptable time and place.', 'The video production sessions shall be up to two (2) consecutive days<omitted>in duration, each day to consist of no more than eight (8) working hours.', 'The photo sessions shall be up to two (2) consecutive days in duration, each day to consist of no more than eight (8) working hours.', 'KI will participate in the production of up to one (1) product information/sales video per License Year during the period of this Agreement on behalf of Diplomat at a mutually acceptable time and place.']",Yes,"['KI, Inc. and its duly-authorized representatives shall have the right, upon reasonable notice and at reasonable hours of the day, to visit the offices of Diplomat one time each calendar quarter for the purpose of examining said books of account and records, and all other documents and materials in the possession or under the control of Diplomat, with respect to the<omitted>subject matter and terms of this Agreement, and shall have free and full access thereto for said purposes and for the purpose of making extracts therefrom.']",Yes
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.PDF,['ENDORSEMENT AGREEMENT'],[],No,[],No,[],No,[],No,[],No
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT.PDF",['ENDORSEMENT AGREEMENT'],[],No,[],No,[],No,"['CELEBRITY will be available for conference calls not to exceed five           per month and at the discretion of his schedule.', ""The CELEBRITY will be limited to six speaking engagements for the year and      five conference calls per month at the company's discretion.""]",Yes,[],No
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT.PDF,['ENDORSEMENT AGREEMENT'],[],No,[],No,[],No,[],No,[],No
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT.PDF,['ENDORSEMENT AGREEMENT'],[],No,[],No,"['Licensor agrees that Duval must achieve and maintain Exempt                   Status on the PGA Tour throughout each Contract Year and must                   participate as a player in a minimum of fifteen (15) official                   PGA Tour events each Contract Year (Minimum Annual Performance                   Requirements).', 'In the event Duval does not meet                   the Minimum Annual Performance Requirements for a Contract                   Year, $375,000 of the Additional License Fee will be deemed to                   be unearned.']",Yes,[],No,[],No
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.PDF,['ENDORSEMENT AGREEMENT'],[],No,[],No,[],No,"['Should the services of the          Professional be required for longer than one day, the Professional           shall be entitled to his daily appearance fee, plus reasonable           expenses, for each day in excess of one day.']",Yes,[],No
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.PDF,['Endorsement Agreement'],"['In addition to the Retainer Fee, Tournament Bonuses and Money List Bonuses set forth in Paragraphs 8, 9 and 10 above, TPC agrees to pay Consolidated Artists on behalf of Ogle royalty compensation of ten percent (10%) of the net sales of all Endorsed Products distributed or sold during the Contract Period in or to the Countries of Australia and New Zealand (""Royalty Compensation"").']",Yes,[],No,"['TPC agrees to guarantee to Consolidated Artists on behalf of Ogle a minimum Royalty Compensation of Twenty Thousand U.S. Dollars ($20,000) payable in four (4) equal installments of Five Thousand U.S. Dollars ($5,000) and due simultaneously with the Retainer Fee on or before the first (1st) day of February, May, August and November in each Contract Year.', 'TPC shall have the right to prorate the  Retainer Fee due Consolidated Artists upon fourteen (14) days written notice  to Consolidated Artists or Advantage in the event Ogle fails to play a  minimum of seventeen (17) U.S. PGA<omitted>Tour Events and the British Open in each Contract Year during the Contract Period.']",Yes,"['Such personal appearances shall be  limited to one (1) day and shall not exceed five (5) hours each in duration.', 'Further, Consolidated Artists agrees, if requested by  TPC, to make Ogle available for two (2) personal appearance days on behalf of  TPC in each Contract Year during the Contract Period at times and places  mutually convenient to Ogle and TPC.', 'Consolidated Artists  agrees, if requested by TPC, to make Ogle available for one (1) day on behalf  of TPC in each Contract Year during the Contract Period at times and places  mutually convenient to Ogle and TPC for the purpose of taking still  photographs for the preparation and production of advertising and promotional  materials.', 'TPC agrees that such photograph shoots shall not exceed five (5)  hours each in duration.']",Yes,"[""Consolidated Artists and Advantage, at Consolidated Artists' expense, shall have the right during the Contract Period and until two (2) years after the termination of this Agreement to inspect and make copies of the books and records of TPC insofar as they relate to the computation of royalty payments due and owing to Consolidated Artists hereunder.""]",Yes
